id,user_id,username,action,resource,result,ip,created_time
241,1,admin,product.update,product:21,SUCCESS,127.0.0.1,2026-07-22 10:29:51.819441+08
244,1,admin,product.update,product:24,SUCCESS,127.0.0.1,2026-07-22 10:29:51.841749+08
242,1,admin,product.update,product:22,SUCCESS,127.0.0.1,2026-07-22 10:29:51.826413+08
251,1,admin,product.update,product:31,SUCCESS,127.0.0.1,2026-07-22 10:29:51.871776+08
254,1,admin,product.update,product:34,SUCCESS,127.0.0.1,2026-07-22 10:29:51.885135+08
260,1,admin,product.update,product:40,SUCCESS,127.0.0.1,2026-07-22 10:29:51.911685+08
263,1,admin,product.update,product:1,SUCCESS,127.0.0.1,2026-07-22 10:30:53.763929+08
243,1,admin,product.update,product:23,SUCCESS,127.0.0.1,2026-07-22 10:29:51.829151+08
246,1,admin,product.update,product:26,SUCCESS,127.0.0.1,2026-07-22 10:29:51.844175+08
248,1,admin,product.update,product:28,SUCCESS,127.0.0.1,2026-07-22 10:29:51.852839+08
255,1,admin,product.update,product:35,SUCCESS,127.0.0.1,2026-07-22 10:29:51.886334+08
258,1,admin,product.update,product:38,SUCCESS,127.0.0.1,2026-07-22 10:29:51.905262+08
261,1,admin,product.update,product:41,SUCCESS,127.0.0.1,2026-07-22 10:29:51.912904+08
245,1,admin,product.update,product:25,SUCCESS,127.0.0.1,2026-07-22 10:29:51.843463+08
250,1,admin,product.update,product:30,SUCCESS,127.0.0.1,2026-07-22 10:29:51.867428+08
252,1,admin,product.update,product:32,SUCCESS,127.0.0.1,2026-07-22 10:29:51.879584+08
257,1,admin,product.update,product:37,SUCCESS,127.0.0.1,2026-07-22 10:29:51.895401+08
262,1,admin,product.update,product:42,SUCCESS,127.0.0.1,2026-07-22 10:29:51.915429+08
247,1,admin,product.update,product:27,SUCCESS,127.0.0.1,2026-07-22 10:29:51.847226+08
249,1,admin,product.update,product:29,SUCCESS,127.0.0.1,2026-07-22 10:29:51.854004+08
253,1,admin,product.update,product:33,SUCCESS,127.0.0.1,2026-07-22 10:29:51.880841+08
256,1,admin,product.update,product:36,SUCCESS,127.0.0.1,2026-07-22 10:29:51.893195+08
259,1,admin,product.update,product:39,SUCCESS,127.0.0.1,2026-07-22 10:29:51.910668+08
264,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.647531+08
265,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.648529+08
266,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.650527+08
267,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.650527+08
268,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.650527+08
269,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.652531+08
270,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.679532+08
271,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.680531+08
272,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.685528+08
273,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.685528+08
274,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.686529+08
